ParcelMaster.parcelnumber,Parcels.current_taxable
06-170-0004-000,87415
06-170-0005-000,5250
06-170-0006-000,37393
06-170-0007-000,0
06-170-0007-100,0
06-170-0007-150,0
06-170-0008-000,57740
06-170-0009-000,101647
06-170-0010-000,144187
06-170-0011-000,189420
06-170-0012-000,52764
06-170-0013-000,0
06-170-0014-000,0
06-170-0015-000,46815
06-170-0016-000,39030
06-170-0018-000,8610
06-170-0019-000,25555
06-170-0020-000,0
06-170-0021-000,38428
06-170-0022-000,0
06-170-0022-100,50926
06-170-0023-000,26861
06-170-0024-000,24332
06-170-0025-000,64609
06-170-0026-000,0
06-170-0027-000,0
06-170-0027-100,0
06-170-0028-000,49563
06-173-0001-000,36262
06-173-0002-000,0
06-173-0003-000,30754
06-173-0004-000,54666
06-173-0005-000,48886
06-173-0006-000,33625
06-173-0007-000,38213
06-173-0008-000,31181
06-173-0009-000,21848
06-173-0010-000,446464
06-173-0011-000,0
06-173-0012-000,0
06-173-0013-000,41624
06-173-0015-000,0
06-173-0016-000,292868
06-173-0019-000,20081
06-173-0019-100,63240
06-173-0020-000,23524
06-173-0021-000,52171
06-173-0021-100,43723
06-173-0022-000,43927
06-173-0023-000,48657
06-173-0024-000,39936
06-173-0025-000,1245051
06-173-0027-000,323743
06-173-0028-000,47775
06-173-0029-000,6016
06-173-0030-000,58000
06-173-0030-100,16000
06-173-0032-000,95865
06-173-0033-000,15849
06-173-0033-100,0
06-173-0036-000,288945
06-173-0036-100,0
06-173-0038-000,151617
06-173-0040-000,449379
06-173-0041-000,137253
06-176-0001-000,12888
06-176-0002-000,46964
06-176-0003-000,3687
06-176-0004-000,36380
06-176-0006-000,45109
06-176-0007-000,41199
06-176-0008-000,32042
06-176-0009-000,0
06-176-0009-100,51030
06-176-0009-200,53727
06-176-0011-000,31441
06-176-0012-000,52255
06-176-0013-000,46500
06-176-0014-000,36861
06-176-0014-100,47040
06-176-0015-000,73500
06-176-0016-000,57000
06-176-0017-000,32220
06-176-0017-100,39152
06-176-0018-000,35537
06-176-0019-000,23128
06-176-0020-000,34212
06-176-0021-000,25055
06-176-0022-000,63210
06-176-0023-000,22524
06-176-0024-000,27875
06-176-0025-000,68500
06-176-0026-000,25780
06-176-0027-000,33369
06-176-0028-000,63800
06-176-0029-000,60629
06-176-0030-000,39246
06-176-0031-000,34333
06-176-0032-000,39367
06-176-0033-000,38909
06-176-0034-000,2900
06-176-0035-000,32283
06-176-0036-000,43772
06-176-0037-000,31441
06-176-0038-000,27825
06-176-0039-000,0
06-176-0040-000,26620
06-176-0041-000,32403
06-176-0042-000,30234
06-176-0043-000,19996
06-176-0044-000,23008
06-179-0001-000,0
06-182-0001-100,0
06-182-0002-000,0
06-182-0002-100,818700
06-182-0002-200,0
06-182-0009-000,1016800
06-182-0013-000,1247354
06-182-0014-000,555363
06-182-0015-000,735135
06-182-0015-100,1085814
06-182-0040-000,1846366
06-182-0041-000,820686
06-182-0042-000,0
06-182-0043-000,0
06-182-0044-000,516705
06-182-0044-100,528231
06-182-0045-000,463641
06-182-0046-000,501754
06-182-0047-000,340138
06-182-0048-000,565888
06-182-0049-000,547391
06-182-0050-000,447251
06-182-0051-000,0
06-182-0051-100,1171298
06-185-0001-000,0
06-185-0002-000,17103
06-185-0003-000,16426
06-185-0004-000,12404
06-185-0005-000,0
06-185-0006-000,21113
06-185-0007-000,0
06-185-0017-000,0
06-185-0018-000,0
06-185-0027-000,0
06-185-0027-100,54180
06-185-0028-000,0
06-185-0028-100,0
06-185-0029-000,0
06-185-0030-000,0
06-185-0031-000,0
06-185-0032-000,0
06-185-0033-000,0
06-185-0034-000,0
06-185-0048-000,0
06-185-0049-000,0
06-185-0049-100,0
06-185-0049-200,0
06-185-0050-000,0
06-185-0051-000,0
06-185-0052-000,0
06-185-0061-000,1474200
06-185-0061-100,0
06-185-0061-200,0
06-186-0001-000,21964
06-186-0001-100,0
06-186-0002-000,0
06-186-0008-000,0
06-186-0009-000,43160
06-186-0010-000,10595
06-186-0011-000,33390
06-186-0012-000,0
06-186-0013-000,0
06-186-0014-000,0
06-186-0015-000,0
06-186-0016-000,0
06-186-0017-000,0
06-186-0017-100,0
06-186-0018-000,0
06-186-0019-000,0
06-186-0020-000,0
06-186-0021-000,0
06-186-0022-000,0
06-186-0023-000,0
06-186-0024-000,0
06-186-0025-000,0
06-186-0026-000,27615
06-186-0027-000,0
06-186-0028-000,0
06-186-0029-000,0
06-186-0031-000,505
06-186-0032-000,6980
06-186-0033-000,6980
06-186-0034-000,1995
06-186-0036-000,12393
06-186-0037-000,6105
06-186-0038-000,13515
06-186-0039-000,3482
06-186-0040-000,0
06-186-0040-100,8940
06-186-0041-000,0
06-186-0041-100,0
06-186-0041-200,0
06-186-0042-000,0
06-186-0042-100,35120
06-186-0043-000,0
06-186-0043-100,35705
06-186-0044-000,0
06-186-0045-000,0
06-186-0046-000,0
06-186-0047-000,10282
06-186-0048-000,7465
06-186-0049-000,15176
06-186-0051-000,36620
06-186-0052-000,34265
06-186-0053-000,14893
06-186-0054-000,22407
06-186-0055-000,0
06-186-0055-100,18600
06-186-0056-000,0
06-186-0056-100,0
06-186-0056-200,0
06-186-0056-300,0
06-186-0057-000,0
06-186-0058-000,0
06-186-0059-000,0
06-186-0059-100,0
06-186-0059-200,0
06-186-0060-000,11933
06-186-0062-000,0
06-186-0063-000,0
06-186-0067-000,0
06-189-0001-000,34816
06-189-0002-000,33608
06-189-0003-000,49800
06-189-0004-000,30514
06-189-0005-000,37853
06-189-0006-000,36740
06-189-0007-000,54466
06-189-0008-000,37346
06-189-0009-000,47827
06-189-0010-000,47686
06-192-0001-000,23490
06-192-0002-000,0
06-192-0003-000,21801
06-192-0004-000,28067
06-192-0005-000,28550
06-192-0006-000,31224
06-192-0007-000,25900
06-192-0008-000,49140
06-192-0009-000,21682
06-192-0010-000,43100
06-192-0011-000,62400
06-192-0012-000,49770
06-192-0013-000,43739
06-192-0014-000,36031
06-192-0015-000,28608
06-192-0016-000,40194
06-192-0017-000,25780
06-192-0018-000,29908
06-192-0019-000,75600
06-195-0001-000,1373800
06-195-0006-000,0
06-195-0015-000,0
06-195-0015-001,0
06-195-0016-000,0
06-195-0017-000,511551
06-195-0018-000,60956
06-195-0019-000,64102
06-195-0020-000,53891
06-195-0021-000,54774
06-195-0022-000,58245
06-195-0023-000,302400
06-195-0024-000,56175
06-195-0025-000,61055
06-198-0001-000,30034
06-198-0003-000,25888
06-198-0004-000,28487
06-198-0005-000,26203
06-198-0006-000,25018
06-198-0007-000,19851
06-198-0008-000,25610
06-198-0009-000,10993
06-198-0010-000,22289
06-198-0011-000,23713
06-198-0012-000,21278
06-198-0013-000,100590
06-198-0014-000,0
06-198-0014-100,28253
06-198-0015-000,0
06-198-0016-000,25491
06-198-0017-000,39585
06-198-0018-000,23457
06-198-0019-000,0
06-198-0020-000,0
06-198-0020-100,21985
06-198-0021-000,0
06-198-0022-000,0
06-198-0022-100,61700
06-198-0023-000,22644
06-198-0024-000,41000
06-198-0025-000,45400
06-198-0026-000,42900
06-198-0027-000,22764
06-198-0028-000,25272
06-198-0030-000,26913
06-198-0031-000,28352
06-198-0032-000,15838
06-198-0033-000,19918
06-198-0034-000,38612
06-198-0035-000,0
06-198-0035-100,23524
06-198-0036-000,0
06-198-0037-000,21341
06-198-0038-000,18493
06-198-0039-000,35901
06-198-0040-000,19858
06-198-0041-000,36000
06-198-0042-000,100
06-198-0043-000,18202
06-198-0044-000,35385
06-198-0045-000,32132
06-198-0046-000,32935
06-198-0048-000,172280
06-201-0001-000,0
06-204-0001-000,0
06-204-0001-100,215000
06-204-0004-000,0
06-204-0004-100,225326
06-204-0005-000,0
06-204-0006-000,0
06-204-0007-000,35383
06-204-0008-000,87885
06-204-0009-000,0
06-204-0009-100,25429
06-204-0010-000,0
06-204-0011-000,14957
06-204-0012-000,1400
06-204-0013-000,25824
06-204-0014-000,32766
06-204-0015-000,23367
06-204-0016-000,25900
06-204-0017-000,22164
06-204-0019-000,0
06-207-0001-100,839604
06-207-0001-200,221672
06-207-0002-000,349789
06-207-0003-000,1185298
06-207-0012-000,0
06-207-0018-000,129574
06-207-0023-000,179713
06-207-0025-000,73605
06-210-0001-000,0
06-210-0002-000,0
06-210-0002-100,69932
06-210-0003-000,83366
06-210-0004-000,52508
06-210-0005-000,51408
06-210-0006-000,45774
06-210-0007-000,126945
06-210-0008-000,56302
06-210-0009-000,41613
06-210-0010-000,51527
06-210-0011-000,47612
06-210-0012-000,42978
06-210-0013-000,50820
06-210-0014-000,33658
06-210-0015-000,35737
06-210-0016-000,47279
06-210-0017-000,61800
06-210-0018-000,72100
06-210-0019-000,0
06-210-0020-000,44551
06-210-0021-000,46143
06-210-0022-000,40633
06-210-0023-000,40144
06-210-0024-000,49448
06-210-0025-000,62700
06-210-0026-000,36348
06-210-0027-000,47630
06-210-0028-000,46020
06-210-0029-000,48100
06-210-0030-000,47978
06-210-0031-000,44308
06-210-0032-000,94249
06-210-0033-000,53855
06-210-0034-000,53552
06-210-0035-000,73332
06-210-0036-000,64890
06-210-0037-000,35125
06-210-0038-000,63346
06-210-0039-000,58992
06-210-0040-000,42472
06-210-0041-000,52631
06-210-0042-000,61239
06-210-0043-000,37695
06-210-0044-000,38186
06-210-0045-000,64050
06-210-0046-000,42716
06-210-0047-000,41126
06-210-0048-000,56056
06-210-0049-000,31699
06-210-0050-000,46020
06-210-0051-000,52185
06-210-0052-000,41367
06-210-0053-000,42348
06-210-0054-000,33411
06-210-0055-000,62100
06-210-0056-000,44551
06-210-0057-000,45039
06-210-0058-000,49690
06-210-0059-000,29494
06-210-0060-000,44211
06-213-0001-000,66045
06-213-0002-000,0
06-213-0003-000,0
06-213-0003-100,35737
06-213-0004-000,40845
06-213-0005-000,35701
06-213-0006-000,32797
06-213-0007-000,38919
06-213-0008-000,26203
06-213-0009-000,35963
06-213-0010-000,57700
06-213-0011-000,37065
06-213-0012-000,36228
06-213-0013-000,45532
06-213-0014-000,47832
06-213-0015-000,34269
06-213-0016-000,45395
06-213-0017-000,40837
06-213-0018-000,33534
06-213-0019-000,47853
06-213-0020-000,60089
06-213-0021-000,28026
06-213-0022-000,54448
06-213-0023-000,29494
06-213-0024-000,40756
06-213-0025-000,54882
06-213-0026-000,57200
06-213-0027-000,56200
06-213-0028-000,43203
06-213-0029-000,39777
06-213-0030-000,33534
06-213-0031-000,68408
06-213-0032-000,37695
06-213-0033-000,47775
06-213-0034-000,31209
06-213-0035-000,32065
06-213-0036-000,31321
06-213-0037-000,33290
06-213-0038-000,56175
06-213-0039-000,48591
06-213-0040-000,33658
06-213-0041-000,34269
06-213-0042-000,0
06-213-0042-100,42288
06-213-0043-000,0
06-213-0044-000,45929
06-213-0045-000,28905
06-213-0046-000,60795
06-213-0047-000,38327
06-213-0048-000,41945
06-213-0049-000,76300
06-213-0050-000,79759
06-213-0051-000,81800
06-213-0052-000,89298
06-213-0053-000,28761
06-213-0054-000,4446
06-213-0055-000,67089
06-213-0056-000,50869
06-213-0057-000,49161
06-213-0058-000,31452
06-213-0059-000,52496
06-213-0060-000,31943
06-213-0061-000,62400
06-213-0062-000,89800
06-213-0063-000,0
06-213-0063-100,72996
06-213-0064-000,0
06-213-0065-000,47724
06-213-0066-000,0
06-213-0067-000,0
06-213-0067-100,57677
06-213-0068-000,75106
06-213-0069-000,34146
06-213-0070-000,45039
06-213-0072-000,50810
06-213-0073-000,51525
06-213-0074-000,65500
06-213-0075-000,21815
06-213-0076-000,50767
06-213-0078-000,40673
06-213-0079-000,101850
06-213-0080-000,67968
06-213-0081-000,45531
06-213-0082-000,24230
06-213-0083-000,48413
06-213-0084-000,74700
06-213-0085-000,51038
06-213-0086-000,53242
06-213-0087-000,48224
06-213-0089-000,43815
06-213-0090-000,50598
06-213-0091-000,25945
06-213-0092-000,53670
06-213-0093-000,66828
06-213-0094-000,62578
06-213-0095-000,26190
06-213-0096-000,72368
06-213-0097-000,76107
06-213-0099-000,0
06-213-0100-000,26680
06-213-0101-000,56618
06-213-0102-000,40144
06-213-0103-000,52021
06-213-0104-000,68460
06-213-0105-000,93815
06-213-0106-000,54098
06-213-0107-000,46510
06-216-0001-000,328860
06-216-0002-000,2234039
06-216-0003-000,0
06-216-0004-000,0
06-216-0004-200,0
06-216-0007-000,0
06-216-0007-100,194088
06-216-0007-200,0
06-216-0007-300,0
06-216-0007-400,0
06-216-0008-100,162322
06-216-0009-000,31077
06-216-0010-000,58000
06-216-0011-000,35963
06-216-0012-000,86295
06-216-0013-000,0
06-216-0013-100,3900
06-216-0013-200,159810
06-216-0015-000,0
06-216-0016-000,108428
06-216-0017-000,0
06-216-0018-000,80100
06-216-0019-000,44820
06-216-0020-000,65328
06-216-0021-000,0
06-216-0022-000,27414
06-216-0023-000,41199
06-216-0024-000,48976
06-216-0026-000,53976
06-216-0027-000,40237
06-216-0029-000,48392
06-216-0031-000,46382
06-216-0032-000,40237
06-216-0033-000,67095
06-216-0034-000,24230
06-216-0035-000,49324
06-216-0036-000,37948
06-216-0037-000,59850
06-216-0038-000,98788
06-216-0039-000,46389
06-216-0040-000,52552
06-216-0041-000,90405
06-216-0042-000,125580
06-216-0043-000,71928
06-216-0044-000,66700
06-216-0045-000,88830
06-216-0046-000,125580
06-216-0047-000,67528
06-216-0048-000,50114
06-216-0049-000,79905
06-216-0050-000,158900
06-216-0051-000,55569
06-216-0052-000,66869
06-216-0053-000,55445
06-216-0054-000,165500
06-219-0001-000,26020
06-219-0002-000,33608
06-219-0003-000,28550
06-219-0004-000,2956
06-219-0005-000,28573
06-219-0006-000,32403
06-219-0007-000,32163
06-219-0008-000,20959
06-219-0009-000,0
06-219-0009-100,28426
06-219-0010-000,49500
06-219-0011-000,42673
06-219-0012-000,15418
06-219-0013-000,39957
06-219-0014-000,7049
06-219-0015-000,22644
06-219-0016-000,20718
06-219-0017-000,16261
06-219-0018-000,26259
06-219-0019-000,19032
06-219-0020-000,23247
06-219-0021-000,46631
06-219-0022-000,25297
06-219-0023-000,30717
06-219-0024-000,33007
06-219-0025-000,26508
06-219-0026-000,33248
06-222-0001-000,182385
06-222-0002-000,114821
06-222-0003-000,0
06-222-0004-000,0
06-222-0005-000,98214
06-222-0006-000,162540
06-222-0007-000,0
06-222-0009-000,190380
06-222-0010-000,108663
06-222-0011-000,143308
06-222-0012-000,199800
06-222-0013-000,163700
06-222-0014-000,93485
06-222-0015-000,0
06-222-0015-100,190186
06-222-0016-000,0
06-222-0017-000,92715
06-222-0019-000,168781
06-222-0020-000,215719
06-222-0021-000,179711
06-222-0022-000,136839
06-222-0023-000,103163
06-222-0024-000,155406
06-222-0025-000,32797
06-222-0026-000,41681
06-222-0027-000,40512
06-222-0028-000,25456
06-222-0029-000,32554
06-222-0030-000,54232
06-222-0031-000,32310
06-222-0032-000,38053
06-222-0033-000,37871
06-222-0034-000,31822
06-222-0035-000,44184
06-222-0036-000,51985
06-222-0037-000,42837
06-222-0038-000,18356
06-222-0039-000,46389
06-222-0040-000,33658
06-222-0041-000,54200
06-222-0042-000,39288
06-222-0043-000,58384
06-222-0044-000,49859
06-222-0045-000,61239
06-222-0046-000,46510
06-222-0047-000,3675
06-222-0048-000,44675
06-222-0049-000,79300
06-222-0050-000,74340
06-222-0051-000,41226
06-222-0052-000,55569
06-222-0053-000,33167
06-222-0054-000,0
06-222-0055-000,60500
06-222-0056-000,40363
06-222-0057-000,34212
06-222-0058-000,35689
06-222-0059-000,41681
06-222-0060-000,44053
06-222-0061-000,61688
06-222-0062-000,3255
06-222-0063-000,45752
06-222-0064-000,30499
06-222-0065-000,48090
06-222-0066-000,0
06-222-0067-000,0
06-222-0068-000,63768
06-222-0069-000,44693
06-222-0070-000,36962
06-222-0071-000,47120
06-222-0072-000,64442
06-222-0073-000,42556
06-222-0074-000,86983
06-222-0075-000,71681
06-222-0076-000,54343
06-222-0081-000,46876
06-222-0082-000,0
06-222-0084-000,63803
06-222-0085-000,0
06-222-0086-000,39411
06-222-0087-000,33902
06-222-0088-000,37940
06-222-0093-000,39897
06-222-0094-000,0
06-223-0004-000,189171
06-223-0005-000,160794
06-223-0006-000,188510
06-223-0007-000,193350
06-225-0001-000,0
06-225-0002-000,30200
06-225-0003-000,32214
06-225-0004-000,23878
06-225-0005-000,0
06-225-0006-000,27945
06-225-0007-000,25254
06-225-0008-000,23001
06-225-0009-000,47700
06-225-0010-000,21815
06-225-0011-000,26913
06-225-0012-000,32724
06-225-0013-000,40900
06-225-0014-000,33514
06-225-0015-000,30708
06-225-0016-000,20510
06-228-0001-000,47820
06-228-0002-000,42224
06-228-0003-000,41613
06-228-0004-000,50878
06-228-0005-000,76033
06-228-0006-000,41613
06-228-0007-000,43083
06-228-0008-000,69405
06-229-0001-000,53242
06-229-0002-000,82740
06-229-0003-000,56424
06-229-0004-000,49691
06-229-0005-000,723467
06-229-0006-000,62300
06-229-0007-000,47366
06-229-0008-000,141200
06-229-0009-000,59398
06-229-0010-000,49460
06-229-0011-000,69932
06-232-0001-000,127461
06-232-0002-000,86380
06-232-0002-200,107101
06-232-0003-000,21682
06-232-0004-000,2976
06-232-0005-000,47223
06-232-0006-000,34047
06-232-0007-000,40716
06-232-0008-000,4082
06-232-0009-000,141095
06-232-0010-000,30762
06-232-0011-000,137461
06-232-0013-000,128425
06-232-0014-000,8400
06-232-0015-000,8400
06-232-0016-000,3953
06-232-0017-000,3953
06-232-0018-000,3953
06-232-0019-000,21289
06-232-0020-000,35570
06-232-0021-000,0
06-232-0021-100,16403
06-232-0022-000,0
06-232-0022-100,0
06-232-0022-200,0
06-232-0023-000,0
06-232-0023-100,60839
06-232-0024-000,244033
06-232-0025-000,233484
06-232-0028-000,21921
06-232-0030-000,21341
06-232-0031-000,2100
06-232-0032-000,19392
06-232-0033-000,20837
06-232-0034-000,24452
06-232-0035-000,32445
06-232-0036-000,40100
06-232-0037-000,26065
06-232-0038-000,0
06-232-0039-000,28426
06-232-0040-000,37745
06-232-0041-000,20219
06-232-0042-000,35200
06-232-0043-000,19996
06-232-0044-000,12647
06-232-0045-000,4318
06-232-0046-000,9754
06-232-0047-000,23732
06-232-0048-000,2100
06-232-0049-000,15055
06-232-0050-000,24090
06-232-0050-100,28067
06-232-0051-000,30370
06-232-0052-000,18428
06-232-0053-000,39372
06-232-0054-000,26259
06-232-0055-000,24267
06-232-0056-000,28128
06-232-0057-000,21921
06-232-0058-000,10701
06-232-0059-000,35295
06-232-0060-000,29392
06-232-0061-000,29392
06-232-0062-000,25537
06-232-0063-000,14695
06-232-0064-000,52496
06-232-0067-000,27705
06-232-0069-000,4000
06-232-0071-000,30958
06-232-0072-000,36188
06-232-0073-000,0
06-232-0073-100,29291
06-232-0074-000,0
06-232-0075-000,0
06-232-0076-000,50700
06-232-0077-000,21682
06-232-0078-000,26379
06-232-0080-000,14695
06-232-0081-000,0
06-232-0082-000,0
06-232-0083-000,0
06-232-0083-100,417369
06-232-0084-000,106575
06-232-0085-000,55295
06-232-0086-000,2100
06-232-0087-000,39448
06-232-0088-000,0
06-235-0001-000,73351
06-235-0002-000,75075
06-235-0003-000,88096
06-235-0004-000,50921
06-235-0005-000,27862
06-235-0006-000,38062
06-235-0007-000,24114
06-235-0008-000,23051
06-235-0009-000,25125
06-235-0010-000,31681
06-235-0011-000,22606
06-235-0012-000,0
06-235-0012-100,21868
06-235-0013-000,0
06-235-0014-000,19977
06-235-0015-000,39165
06-235-0016-000,14655
06-235-0017-000,19443
06-235-0018-000,32100
06-235-0019-000,42517
06-235-0020-000,33172
06-235-0021-000,25542
06-235-0022-000,2400
06-235-0023-000,28963
06-235-0024-000,3800
06-235-0025-000,23356
06-235-0026-000,17427
06-235-0027-000,23869
06-235-0028-000,17848
06-235-0029-000,28229
06-235-0030-000,15175
06-235-0031-000,28336
06-235-0032-000,33600
06-235-0033-000,31338
06-235-0034-000,29555
06-235-0035-000,27055
06-235-0036-000,1600
06-235-0037-000,22407
06-235-0038-000,20985
06-235-0039-000,21103
06-235-0040-000,25729
06-235-0041-000,42105
06-235-0042-000,30233
06-235-0043-000,31302
06-235-0044-000,28694
06-235-0045-000,21159
06-235-0046-000,16987
06-235-0047-000,16549
06-235-0048-000,24423
06-235-0049-000,34165
06-235-0050-000,11025
06-235-0051-000,36534
06-235-0052-000,43602
06-235-0053-000,25847
06-235-0054-000,26560
06-235-0055-000,28336
06-235-0056-000,23449
06-235-0057-000,21577
06-235-0058-000,27270
06-235-0059-000,33673
06-235-0060-000,0
06-235-0060-100,0
06-235-0060-101,22691
06-235-0061-000,0
06-235-0061-001,0
06-235-0062-000,0
06-235-0062-100,57960
06-235-0063-000,31784
06-235-0064-000,50600
06-235-0066-000,14193
06-235-0067-000,31796
06-235-0068-000,26203
06-235-0069-000,27982
06-235-0070-000,21696
06-235-0071-000,18970
06-235-0072-000,25372
06-238-0005-000,89901
06-238-0007-000,0
06-238-0007-100,108788
06-238-0007-200,22300
06-241-0002-000,51038
06-241-0003-000,57080
06-241-0004-000,40389
06-241-0005-000,41980
06-241-0006-000,57225
06-241-0007-000,0
06-241-0007-100,51188
06-241-0008-000,40072
06-241-0009-000,49229
06-241-0010-000,51078
06-241-0011-000,52996
06-241-0012-000,70677
06-241-0013-000,74190
06-241-0014-000,51360
06-241-0015-000,0
06-241-0015-100,99435
06-241-0016-000,0
06-241-0017-000,0
06-241-0018-000,65298
06-241-0019-000,64636
06-241-0021-000,49080
06-241-0022-000,44184
06-241-0023-000,48712
06-244-0001-000,48083
06-244-0002-000,73321
06-244-0003-000,64119
06-244-0004-000,62160
06-244-0005-000,70455
06-244-0006-000,0
06-244-0007-000,34391
06-244-0008-000,56056
06-244-0009-000,79000
06-244-0010-000,57300
06-244-0011-000,53365
06-244-0012-000,47191
06-244-0013-000,61282
06-244-0014-000,39654
06-244-0015-000,39897
06-244-0016-000,50547
06-244-0017-000,44525
06-244-0018-000,48313
06-244-0019-000,45285
06-244-0020-000,49815
06-244-0021-000,42224
06-244-0022-000,61110
06-244-0023-000,0
06-245-0001-000,48100
06-245-0002-000,54165
06-245-0003-000,63126
06-245-0004-000,51182
06-245-0005-000,52264
06-245-0006-000,92820
06-245-0007-000,80176
06-245-0008-000,48834
06-245-0009-000,56690
06-245-0010-000,46382
06-245-0011-000,55084
