ParcelMaster.parcelnumber,Parcels.current_taxable
06-597-0006-000,68075
06-597-0007-000,0
06-597-0008-000,65808
06-597-0009-000,89657
06-597-0010-000,56149
06-597-0011-000,81027
06-597-0012-000,63541
06-597-0013-000,57652
06-597-0014-000,105300
06-597-0015-000,43617
06-597-0016-000,84100
06-597-0017-000,73027
06-597-0018-000,124320
06-597-0019-000,107101
06-597-0020-000,112363
06-597-0021-000,179900
06-597-0022-000,118606
06-597-0023-000,120442
06-597-0024-000,117382
06-597-0025-000,108203
06-597-0026-000,131892
06-597-0027-000,126794
06-597-0028-000,68253
06-597-0029-000,62916
06-597-0030-000,64045
06-598-0001-000,67681
06-598-0002-000,57403
06-598-0003-000,55020
06-598-0004-000,132928
06-598-0005-000,142964
06-598-0006-000,163027
06-598-0007-000,132439
06-598-0008-000,159768
06-598-0009-000,169313
06-598-0010-000,128400
06-598-0011-000,141041
06-598-0012-000,84455
06-598-0013-000,148300
06-598-0014-000,111385
06-598-0015-000,161735
06-598-0016-000,100614
06-598-0017-000,111522
06-598-0018-000,101847
06-598-0019-000,99570
06-598-0020-000,0
06-598-0021-000,106729
06-598-0022-000,100004
06-598-0023-000,92086
06-598-0024-000,100763
06-598-0025-000,122035
06-598-0026-000,116923
06-598-0027-000,123504
06-598-0028-000,130931
06-598-0029-000,175354
06-598-0030-000,19026
06-598-0031-000,133784
06-598-0032-000,112240
06-598-0033-000,143557
06-598-0034-000,108447
06-598-0035-000,139919
06-598-0036-000,118876
06-598-0037-000,29610
06-599-0001-000,131800
06-599-0002-000,111875
06-599-0003-000,162154
06-599-0004-000,97430
06-599-0005-000,120504
06-599-0006-000,195195
06-599-0007-000,130726
06-599-0008-000,153248
06-599-0009-000,97222
06-599-0010-000,140787
06-599-0011-000,141805
06-599-0012-000,109305
06-599-0013-000,129723
06-599-0014-000,115790
06-599-0015-000,137207
06-599-0016-000,141763
06-599-0017-000,109794
06-599-0018-000,187530
06-599-0019-000,0
06-599-0020-000,151200
06-599-0021-000,125168
06-599-0022-000,171265
06-600-0001-000,118606
06-600-0002-000,125952
06-600-0003-000,196245
06-600-0004-000,154716
06-600-0005-000,262809
06-600-0006-000,179291
06-600-0007-000,133464
06-600-0008-000,231469
06-600-0009-000,0
06-600-0009-100,224351
06-600-0010-000,0
06-600-0011-000,187110
06-600-0012-000,143486
06-600-0013-000,80038
06-600-0014-000,66176
06-600-0015-000,68934
06-600-0016-000,0
06-600-0017-000,67054
06-600-0018-000,80967
06-602-0001-000,0
06-602-0001-100,0
06-602-0002-000,0
06-602-0003-000,19600
06-602-0004-000,14100
06-602-0005-000,9677
06-602-0006-000,5924
06-602-0007-000,5676
06-602-0008-000,11189
06-602-0009-000,8297
06-602-0010-000,3482
06-602-0011-000,2014
06-602-0012-000,139238
06-602-0013-000,127470
06-602-0014-000,101246
06-602-0015-000,168278
06-602-0016-000,221725
06-602-0017-000,187190
06-602-0018-000,212486
06-602-0019-000,52719
06-602-0020-000,168274
06-602-0021-000,119990
06-602-0022-000,1968
06-602-0023-000,26400
06-602-0024-000,4620
06-602-0025-000,23095
06-602-0026-000,133848
06-602-0027-000,130989
06-602-0028-000,226055
06-602-0029-000,166905
06-602-0030-000,0
06-602-0031-000,0
06-602-0032-000,0
06-602-0033-000,0
06-602-0034-000,0
06-602-0035-000,0
06-602-0036-000,0
06-602-0037-000,0
06-602-0038-000,0
06-602-0039-000,0
06-602-0040-000,0
06-602-0041-000,0
06-602-0042-000,0
06-602-0042-100,0
06-602-0043-000,0
06-602-0044-000,0
06-602-0045-000,0
06-602-0046-000,0
06-602-0047-000,0
06-602-0048-000,0
06-602-0049-000,0
06-602-0050-000,0
06-602-0051-000,0
06-602-0052-000,0
06-602-0053-000,0
06-602-0054-000,0
06-602-0055-000,0
06-602-0056-000,0
06-602-0057-000,112183
06-602-0058-000,118232
06-602-0059-000,138313
06-602-0060-000,189390
06-602-0061-000,107522
06-602-0062-000,119055
06-602-0063-000,134547
06-602-0064-000,209078
06-605-0001-000,396494
06-608-0001-000,74445
06-608-0002-000,57750
06-608-0002-100,36555
06-608-0003-000,0
06-608-0003-100,58485
06-608-0004-000,24990
06-608-0005-000,10270
06-608-0006-000,25935
06-608-0008-000,1700
06-608-0010-000,1700
06-608-0016-000,1700
06-608-0017-000,1700
06-608-0018-000,0
06-608-0020-000,1700
06-608-0021-000,0
06-608-0022-000,1700
06-608-0025-000,378903
06-611-0001-000,0
06-611-0002-000,0
06-611-0003-000,5119
06-611-0004-000,162162
06-611-0005-000,0
06-611-0006-000,20236
06-611-0007-000,26861
06-611-0008-000,35778
06-611-0009-000,30837
06-611-0010-000,0
06-611-0010-100,44693
06-611-0011-000,0
06-611-0012-000,0
06-611-0013-000,0
06-611-0014-000,0
06-611-0015-000,0
06-611-0016-000,27825
06-614-0001-000,52395
06-614-0002-000,52395
06-614-0003-000,99149
06-614-0004-000,45255
06-614-0005-000,14316
06-614-0006-000,35910
06-614-0007-000,54600
06-614-0008-000,27983
06-614-0009-000,0
06-614-0009-100,0
06-614-0010-000,18970
06-614-0011-000,142758
06-614-0014-000,0
06-614-0015-000,0
06-614-0015-100,36960
06-614-0018-000,32130
06-614-0018-100,29295
06-614-0018-200,33915
06-614-0020-000,57015
06-614-0022-000,38791
06-614-0023-000,55980
06-614-0024-000,25847
06-614-0025-000,20770
06-614-0026-000,40357
06-614-0028-000,1900
06-614-0029-000,19026
06-614-0030-000,1900
06-614-0031-000,1900
06-614-0032-000,1900
06-614-0033-000,1017
06-614-0034-000,28634
06-614-0035-000,1517
06-617-0001-000,0
06-617-0001-100,226457
06-617-0002-000,0
06-617-0003-000,0
06-617-0004-000,0
06-617-0005-000,0
06-620-0001-000,0
06-620-0001-100,32488
06-620-0002-000,20510
06-620-0004-000,38443
06-620-0005-000,0
06-620-0005-100,70435
06-620-0006-000,0
06-620-0006-100,0
06-620-0007-000,0
06-620-0008-000,0
06-626-0001-000,66095
06-626-0002-000,0
06-626-0003-000,8134
06-626-0004-000,37207
06-626-0005-000,62845
06-626-0006-000,63017
06-626-0007-000,51038
06-626-0008-000,47243
06-626-0009-000,67139
06-626-0010-000,57280
06-626-0011-000,61639
06-626-0012-000,38186
06-626-0013-000,38431
06-626-0014-000,47489
06-626-0015-000,61800
06-626-0016-000,66200
06-626-0017-000,42913
06-626-0019-000,61530
06-626-0020-000,67515
06-626-0021-000,38798
06-626-0022-000,0
06-626-0023-000,56146
06-626-0024-000,66101
06-626-0025-000,27167
06-626-0026-000,0
06-626-0026-100,47734
06-626-0027-000,0
06-626-0028-000,39168
06-626-0029-000,0
06-626-0029-100,54069
06-626-0030-000,42224
06-626-0031-000,46515
06-626-0032-000,36717
06-626-0034-000,0
06-626-0035-000,39897
06-626-0036-000,51345
06-626-0037-000,41247
06-626-0038-000,60116
06-626-0039-000,49080
06-626-0040-000,50916
06-626-0041-000,40144
06-626-0042-000,6100
06-626-0043-000,43600
06-626-0044-000,66400
06-626-0045-000,46998
06-626-0046-000,45612
06-626-0048-000,51800
06-626-0049-000,0
06-626-0049-100,98788
06-626-0049-200,0
06-626-0050-000,55711
06-626-0052-000,0
06-626-0052-100,90300
06-626-0053-000,73855
06-626-0054-000,0
06-626-0055-000,54098
06-626-0056-000,71836
06-626-0057-000,50425
06-626-0058-000,53609
06-626-0059-000,52631
06-626-0060-000,51896
06-626-0061-000,47978
06-626-0062-000,45395
06-626-0063-000,0
06-626-0064-000,57630
06-626-0065-000,54933
06-626-0066-000,45888
06-626-0067-000,44600
06-626-0068-000,40348
06-626-0069-000,63590
06-626-0070-000,94800
06-626-0071-000,78898
06-626-0072-000,50916
06-629-0001-000,21985
06-629-0002-000,23758
06-629-0003-000,57200
06-629-0004-000,21103
06-629-0005-000,25966
06-629-0006-000,20735
06-629-0007-000,20731
06-629-0008-000,15248
06-629-0009-000,57865
06-629-0011-000,27899
06-629-0012-000,25847
06-629-0013-000,35734
06-629-0014-000,57400
06-629-0015-000,2400
06-629-0016-000,2600
06-629-0017-000,67722
06-629-0018-000,27714
06-629-0019-000,32368
06-629-0020-000,30145
06-632-0001-000,0
06-632-0002-000,0
06-632-0003-000,0
06-632-0006-000,82596
06-632-0007-000,0
06-632-0008-000,0
06-632-0009-000,0
06-632-0010-000,0
06-632-0012-000,0
06-632-0013-000,0
06-632-0014-000,0
06-632-0015-000,0
06-632-0016-000,0
06-632-0017-000,0
06-632-0018-000,0
06-632-0019-000,0
06-632-0020-000,0
06-632-0021-000,54521
06-632-0022-000,51020
06-635-0001-000,32476
06-635-0002-000,18440
06-635-0003-000,35467
06-635-0004-000,48090
06-635-0005-000,23549
06-635-0006-000,48158
06-635-0007-000,0
06-635-0008-000,39900
06-635-0009-000,16902
06-635-0010-000,12922
06-635-0011-000,20985
06-635-0012-000,21278
06-635-0013-000,39795
06-635-0014-000,25729
06-635-0015-000,21292
06-635-0016-000,33732
06-635-0017-000,19267
06-635-0018-000,20884
06-635-0019-000,0
06-635-0020-000,32132
06-635-0022-000,24069
06-635-0023-000,29404
06-635-0024-000,21633
06-635-0025-000,28017
06-635-0026-000,24898
06-635-0027-000,30640
06-635-0028-000,29641
06-635-0029-000,16242
06-635-0030-000,26242
06-635-0031-000,32052
06-635-0032-000,33653
06-635-0033-000,22764
06-635-0034-000,21632
06-635-0035-000,0
06-635-0036-000,0
06-635-0037-000,0
06-635-0038-000,15957
06-635-0039-000,30024
06-635-0040-000,40400
06-635-0041-000,20037
06-635-0042-000,1900
06-635-0043-000,29641
06-635-0044-000,1900
06-635-0045-000,24873
06-635-0046-000,1900
06-635-0048-000,37711
06-635-0049-000,22526
06-635-0050-000,17309
06-635-0051-000,37600
06-635-0052-000,30972
06-635-0053-000,27150
06-635-0054-000,1900
06-635-0055-000,27197
06-635-0056-000,57225
06-635-0057-000,3400
06-635-0058-000,31920
06-635-0059-000,25018
06-635-0060-000,1800
06-635-0061-000,20923
06-635-0062-000,23758
06-635-0063-000,2400
06-635-0064-000,40252
06-635-0065-000,17664
06-635-0066-000,18978
06-635-0067-000,24587
06-635-0068-000,22577
06-635-0069-000,33172
06-635-0070-000,22051
06-635-0071-000,17848
06-635-0072-000,26600
06-635-0073-000,30854
06-635-0074-000,25879
06-635-0075-000,0
06-635-0076-000,0
06-635-0077-000,25729
06-635-0078-000,23065
06-635-0079-000,19679
06-635-0080-000,38382
06-635-0081-000,21632
06-635-0082-000,35945
06-635-0083-000,43494
06-635-0084-000,21748
06-635-0085-000,18440
06-635-0086-000,24469
06-635-0087-000,27661
06-635-0088-000,44300
06-635-0089-000,25610
06-635-0090-000,24542
06-635-0091-000,23996
06-635-0092-000,79100
06-635-0093-000,27507
06-635-0094-000,0
06-635-0095-000,56600
06-635-0096-000,2100
06-635-0097-000,41319
06-635-0098-000,128066
06-635-0099-000,35853
06-635-0100-000,20310
06-635-0101-000,17901
06-635-0102-000,0
06-635-0102-100,45500
06-635-0102-200,0
06-635-0103-000,22289
06-635-0104-000,19148
06-638-0001-000,0
06-638-0002-000,59600
06-638-0003-000,35083
06-638-0004-000,20985
06-638-0005-000,60200
06-638-0006-000,0
06-638-0006-100,40941
06-638-0007-000,23849
06-638-0008-000,2956
06-638-0009-000,25174
06-638-0010-000,26242
06-638-0011-000,0
06-638-0011-100,25648
06-638-0012-000,39900
06-638-0013-000,29512
06-638-0014-000,21198
06-638-0015-000,24694
06-638-0016-000,25900
06-638-0017-000,21801
06-638-0018-000,22164
06-638-0019-000,28426
06-638-0020-000,64050
06-638-0021-000,41129
06-638-0022-000,22285
06-638-0023-000,30717
06-638-0024-000,21682
06-638-0025-000,0
06-638-0025-100,0
06-638-0026-000,0
06-638-0027-000,48720
06-638-0028-000,11485
06-638-0029-000,22164
06-638-0030-000,42625
06-641-0001-000,40197
06-641-0002-000,53120
06-641-0003-000,48958
06-641-0004-000,66790
06-641-0006-000,27903
06-641-0007-000,32766
06-641-0008-000,37329
06-641-0009-000,39599
06-641-0009-100,77889
06-641-0010-000,104993
06-641-0011-000,0
06-641-0011-100,0
06-641-0012-000,0
06-641-0013-000,37329
06-644-0001-000,161805
06-644-0002-000,0
06-644-0002-100,121626
06-644-0003-000,91561
06-644-0005-000,114345
06-644-0007-000,107823
06-644-0008-000,127788
06-644-0009-000,116376
06-644-0010-000,113849
06-644-0011-000,0
06-644-0012-000,92522
06-644-0013-000,100474
06-644-0014-000,143390
06-644-0015-000,123557
06-644-0017-000,102764
06-644-0018-000,106260
06-644-0019-000,83488
06-644-0020-000,87936
06-644-0021-000,159030
06-644-0022-000,71439
06-644-0023-000,141225
06-644-0024-000,139871
06-644-0025-000,284550
06-644-0027-000,1192
06-644-0028-000,88427
06-644-0030-000,115897
06-644-0031-000,100980
06-644-0032-000,88307
06-644-0033-000,158575
06-644-0034-000,128196
06-644-0035-000,79633
06-644-0036-000,107835
06-644-0037-000,98186
06-644-0038-000,135952
06-644-0039-000,132700
06-644-0040-000,145425
06-644-0041-000,0
06-644-0041-100,119284
06-644-0042-000,0
06-644-0042-100,151620
06-644-0042-200,0
06-644-0043-000,96501
06-644-0044-000,94571
06-644-0045-000,150223
06-644-0046-000,98186
06-644-0047-000,75776
06-644-0048-000,115504
06-644-0049-000,152884
06-644-0050-000,120234
06-644-0051-000,173326
06-644-0052-000,250713
06-644-0053-000,108185
06-644-0054-000,127583
06-644-0055-000,295575
06-644-0056-000,124517
06-644-0057-000,121371
06-644-0058-000,169872
06-644-0059-000,94451
06-644-0060-000,97222
06-644-0061-000,116498
06-644-0062-000,89632
06-644-0063-000,143100
06-644-0064-000,95535
06-644-0065-000,148668
06-644-0066-000,114555
06-644-0067-000,144795
06-644-0068-000,368970
06-644-0069-000,155608
06-644-0070-000,0
06-647-0001-000,43662
06-647-0002-000,17528
06-647-0003-000,23889
06-647-0004-000,30294
06-647-0005-000,24855
06-647-0006-000,15484
06-647-0007-000,17376
06-647-0008-000,22459
06-647-0009-000,27983
06-647-0010-000,23168
06-647-0011-000,24587
06-647-0012-000,12884
06-647-0013-000,49800
06-647-0014-000,29474
06-647-0015-000,20268
06-647-0016-000,28724
06-647-0017-000,48600
06-647-0018-000,22459
06-647-0019-000,24587
06-647-0020-000,27933
06-647-0021-000,30258
06-647-0022-000,1318
06-647-0023-000,0
06-647-0023-100,20069
06-647-0024-000,0
06-647-0025-000,0
06-647-0026-000,0
06-647-0026-100,27332
06-650-0001-000,83889
06-650-0002-000,64268
06-650-0003-000,63522
06-650-0004-000,54832
06-650-0005-000,72733
06-650-0006-000,48347
06-650-0007-000,61197
06-650-0008-000,70744
06-650-0009-000,114212
06-650-0010-000,47978
06-650-0011-000,50671
06-650-0012-000,63768
06-650-0013-000,62911
06-650-0014-000,68053
06-650-0015-000,50059
06-650-0016-000,0
06-653-0001-000,0
06-653-0002-000,48510
06-653-0003-000,39030
06-653-0004-000,36310
06-653-0005-000,25537
06-653-0006-000,41475
06-653-0009-000,36019
06-653-0010-000,32042
06-653-0011-000,34125
06-653-0012-000,24694
06-653-0013-000,28980
06-655-0001-000,69800
06-655-0002-000,53358
06-655-0003-000,50499
06-655-0004-000,44675
06-655-0005-000,62421
06-655-0006-000,32554
06-655-0007-000,41980
06-655-0008-000,12228
06-655-0009-000,85500
06-656-0001-000,61862
06-656-0002-000,45407
06-656-0003-000,52409
06-656-0004-000,54764
06-656-0005-000,0
06-656-0006-000,82619
06-657-0002-000,59485
06-657-0003-000,51527
06-657-0004-000,46876
06-657-0005-000,43610
06-657-0006-000,40512
06-657-0007-000,42224
06-657-0008-000,45162
06-657-0009-000,58724
06-657-0010-000,106800
06-657-0011-000,48958
06-657-0012-000,45531
06-657-0013-000,45651
06-657-0014-000,68985
06-657-0015-000,66150
06-657-0016-000,58349
06-663-0001-000,16500
06-663-0002-000,116445
06-663-0004-000,20160
06-663-0005-000,58590
06-663-0006-000,20600
06-666-0001-000,30263
06-666-0002-000,24542
06-666-0003-000,23949
06-666-0004-000,24587
06-666-0005-000,23593
06-666-0006-000,28487
06-666-0007-000,21103
06-666-0008-000,41433
06-666-0009-000,0
06-666-0010-000,0
06-666-0010-100,45780
06-666-0011-000,0
06-666-0012-000,0
06-666-0013-000,30233
06-666-0014-000,30411
06-666-0015-000,28931
06-666-0016-000,25134
06-666-0017-000,28336
06-666-0018-000,21577
06-666-0019-000,48800
06-666-0020-000,18970
06-666-0021-000,16952
06-666-0022-000,1800
06-666-0023-000,25651
06-666-0024-000,35633
06-666-0025-000,25805
06-666-0026-000,29032
06-666-0027-000,27388
06-666-0028-000,29555
06-666-0029-000,1800
06-666-0030-000,11618
06-666-0031-000,0
06-666-0031-100,20037
06-666-0032-000,0
06-666-0032-100,0
06-666-0032-200,0
06-666-0033-000,0
06-666-0033-100,18440
06-666-0034-000,16784
06-666-0035-000,19648
06-666-0036-000,19562
06-666-0037-000,46800
06-666-0038-000,1800
06-666-0039-000,24114
06-666-0040-000,24542
06-666-0041-000,22051
06-666-0042-000,23236
06-666-0043-000,46830
06-666-0044-000,21748
06-666-0045-000,14581
06-666-0046-000,1800
06-666-0047-000,19032
06-666-0048-000,33565
06-666-0049-000,23638
06-669-0001-000,60375
06-669-0002-000,49063
06-669-0003-000,62800
06-669-0004-000,48052
06-669-0005-000,33369
06-669-0006-000,57828
06-669-0007-000,47120
06-669-0008-000,60823
06-669-0009-000,56916
06-669-0010-000,60709
06-669-0011-000,59993
06-669-0012-000,88709
06-669-0013-000,62911
06-669-0014-000,43694
06-669-0015-000,44795
06-669-0016-000,39777
06-669-0017-000,65483
06-669-0018-000,68007
06-669-0019-000,63892
06-672-0001-000,1155
06-672-0002-000,1155
06-672-0003-000,0
06-672-0004-000,0
06-672-0004-100,43365
06-672-0005-000,18630
06-672-0006-000,19754
06-672-0008-000,25655
06-672-0010-000,0
06-672-0010-100,2835
06-672-0011-000,0
06-672-0012-000,0
06-672-0013-000,1155
06-672-0014-000,1155
06-672-0015-000,20236
06-672-0016-000,26361
06-672-0017-000,26982
06-672-0018-000,38800
06-672-0019-000,41312
06-672-0021-000,20449
06-672-0022-000,11767
06-672-0023-000,23868
06-672-0024-000,1155
06-672-0026-000,21341
06-672-0026-100,36500
06-672-0033-000,85600
06-672-0034-000,23971
06-672-0035-000,1155
06-672-0036-000,2100
06-672-0038-000,1924
06-672-0040-000,23100
06-672-0041-000,26861
06-672-0044-000,0
06-675-0001-000,505182
06-675-0002-000,13083
06-675-0003-000,106470
06-675-0004-000,135293
06-675-0005-000,242598
06-678-0001-000,1785
06-678-0002-000,1470
06-678-0003-000,0
06-678-0004-000,0
06-678-0005-000,0
06-678-0006-000,0
06-678-0007-000,14893
06-678-0008-000,0
06-678-0009-000,0
06-678-0010-000,0
06-678-0011-000,0
06-678-0012-000,0
06-678-0013-000,0
06-678-0014-000,0
06-678-0015-000,0
06-678-0016-000,0
06-678-0017-000,0
06-678-0018-000,0
06-678-0019-000,0
06-678-0020-000,0
06-678-0021-000,0
06-678-0022-000,0
06-678-0023-000,0
06-678-0024-000,0
06-678-0025-000,0
06-678-0026-000,0
06-678-0027-000,0
06-678-0028-000,9030
06-678-0029-000,14675
06-678-0031-000,0
06-678-0032-000,0
06-678-0033-000,0
06-678-0034-000,0
06-678-0035-000,0
06-678-0036-000,0
06-678-0037-000,0
06-678-0038-000,0
06-678-0039-000,0
06-678-0040-000,0
06-678-0041-000,0
06-678-0042-000,19206
06-678-0043-000,17706
06-681-0001-000,34757
06-681-0002-000,56970
06-681-0003-000,34514
06-681-0004-000,53778
06-681-0005-000,57120
06-681-0006-000,44095
06-681-0007-000,0
06-681-0008-000,35982
06-681-0009-000,41367
06-681-0010-000,39532
06-681-0011-000,35002
06-681-0012-000,41857
06-681-0013-000,46389
06-681-0014-000,43694
06-681-0015-000,82005
06-681-0016-000,51038
06-681-0017-000,33167
06-681-0018-000,53487
06-681-0019-000,28638
06-681-0020-000,23287
06-681-0021-000,25456
06-681-0022-000,38186
06-681-0023-000,24599
06-681-0024-000,1409
06-681-0025-000,27291
06-681-0025-100,42409
06-681-0026-000,28971
06-681-0027-000,43386
06-681-0028-000,30595
06-681-0029-000,29005
06-681-0030-000,28271
06-681-0031-000,34265
06-681-0032-000,75500
06-681-0033-000,38064
06-681-0034-000,32572
06-681-0035-000,28149
06-681-0036-000,18601
06-681-0037-000,0
06-681-0037-100,41001
06-681-0037-200,0
06-681-0038-000,0
06-681-0038-100,45972
06-681-0039-000,33658
06-681-0040-000,39262
06-681-0041-000,53340
06-681-0042-000,0
06-681-0043-000,28791
06-681-0044-000,30475
06-681-0045-000,29524
06-681-0046-000,33534
06-681-0047-000,36471
06-681-0048-000,29570
06-684-0001-000,0
06-684-0002-000,0
06-684-0002-100,100853
06-684-0003-000,33928
06-684-0004-000,32994
06-684-0005-000,20597
06-684-0006-000,0
06-684-0006-100,0
06-684-0008-000,0
06-684-0010-000,0
06-684-0011-000,46439
06-684-0013-000,40077
06-684-0015-000,60929
06-684-0016-000,39841
06-684-0018-000,41022
06-684-0019-000,69700
06-684-0021-000,60900
06-684-0023-000,47120
06-684-0024-000,40430
06-684-0026-000,40305
06-684-0027-000,35493
06-684-0029-000,36682
06-684-0031-000,39288
06-684-0032-000,0
06-684-0034-000,0
06-684-0035-000,0
06-684-0037-000,21561
06-684-0038-000,24469
06-684-0039-000,131800
06-684-0040-000,79458
06-684-0041-000,11327
06-687-0001-000,72687
06-687-0002-000,70477
06-687-0003-000,78260
06-687-0005-000,0
06-687-0005-100,197800
06-687-0006-000,0
06-687-0008-000,0
06-687-0010-000,0
06-687-0016-000,0
06-687-0017-000,0
06-687-0018-000,843231
06-687-0019-000,0
06-687-0022-000,168299
06-687-0023-000,0
06-687-0024-000,292279
06-687-0033-000,321701
06-687-0034-000,0
06-687-0035-000,0
06-687-0036-000,0
06-687-0036-100,0
06-687-0036-110,124830
06-687-0041-000,0
06-687-0042-000,0
06-687-0044-000,466463
06-687-0045-000,329423
06-687-0045-100,2198
06-687-0048-000,0
06-687-0049-000,0
06-687-0050-000,22008
06-687-0051-000,45612
06-687-0052-000,0
06-687-0053-000,42362
06-687-0054-000,29505
06-687-0055-000,0
06-687-0056-000,0
06-687-0056-100,65653
06-687-0057-000,0
06-687-0058-000,215985
06-687-0059-000,93374
06-687-0061-000,197173
06-687-0062-000,81213
06-687-0063-000,129680
06-687-0064-000,94395
06-687-0065-000,84614
06-687-0066-000,0
06-687-0066-100,0
06-687-0067-000,1541
06-687-0068-000,0
06-687-0068-100,0
06-687-0069-000,0
06-687-0071-000,26124
06-687-0072-000,11111
06-687-0073-000,52726
06-687-0074-000,0
06-687-0075-000,32865
06-687-0076-000,41204
06-687-0077-000,0
06-690-0001-000,59535
06-690-0002-000,14893
06-690-0003-000,24414
06-690-0004-000,38620
06-690-0005-000,28035
06-690-0006-000,27507
06-690-0007-000,20037
06-690-0008-000,35689
06-690-0009-000,52080
06-690-0010-000,20274
06-690-0011-000,18021
06-690-0012-000,27344
06-690-0013-000,23593
06-690-0014-000,16312
06-690-0015-000,22271
06-690-0016-000,23379
06-690-0017-000,32745
06-690-0018-000,28375
06-690-0019-000,19740
06-690-0020-000,55900
06-690-0021-000,26715
06-690-0022-000,24661
06-690-0023-000,24423
06-690-0024-000,16076
06-690-0025-000,16666
06-690-0026-000,41600
06-690-0027-000,15248
06-690-0029-000,19325
06-690-0030-000,13829
06-690-0031-000,1400
06-690-0032-000,26361
06-690-0033-000,20040
06-690-0034-000,33397
06-690-0035-000,1600
06-690-0036-000,24661
06-690-0037-000,22932
06-690-0038-000,25770
06-690-0039-000,25179
06-690-0040-000,26851
06-690-0042-000,18322
06-690-0043-000,30354
06-690-0044-000,29492
06-690-0045-000,159915
06-690-0046-000,312279
06-690-0051-000,0
06-690-0051-100,486780
06-690-0052-000,0
06-690-0053-000,0
06-690-0054-000,25814
06-690-0055-000,29760
06-690-0059-000,0
06-690-0060-000,0
06-690-0061-000,0
06-690-0062-000,28017
06-690-0063-000,17140
06-690-0064-000,16870
06-690-0065-000,16666
06-690-0066-000,27090
06-690-0067-000,19074
06-690-0068-000,32655
06-690-0069-000,23473
06-690-0070-000,24423
06-690-0071-000,17966
06-690-0072-000,1700
06-690-0073-000,1700
06-690-0074-000,25935
06-690-0076-000,26085
06-690-0077-000,19740
06-690-0078-000,37380
06-690-0079-000,24327
06-690-0080-000,31538
06-690-0081-000,24114
06-690-0082-000,29992
06-690-0083-000,19148
06-690-0084-000,32132
06-690-0085-000,33199
06-690-0086-000,31894
06-690-0088-000,25888
06-690-0089-000,25018
06-690-0090-000,0
06-690-0090-100,23593
06-690-0091-000,0
06-690-0091-100,0
06-690-0091-200,0
06-690-0092-000,0
06-690-0092-100,29921
06-690-0093-000,38721
06-690-0094-000,25179
06-690-0095-000,1700
06-690-0096-000,18613
06-690-0097-000,21341
06-690-0098-000,33180
06-690-0102-000,19443
06-690-0104-000,23593
06-690-0105-000,15366
06-690-0106-000,26361
06-690-0107-000,29085
06-690-0108-000,26829
06-690-0109-000,20985
06-690-0110-000,32844
06-690-0111-000,18322
06-690-0112-000,18138
06-690-0113-000,17966
06-690-0114-000,17257
06-690-0115-000,31080
06-690-0116-000,22341
06-690-0117-000,17441
06-690-0118-000,30116
06-690-0119-000,23473
06-690-0120-000,48900
06-690-0121-000,21205
06-690-0122-000,18613
06-690-0123-000,19206
06-690-0124-000,1600
06-690-0125-000,50400
06-690-0126-000,0
06-690-0127-000,0
06-690-0128-000,16549
06-690-0129-000,22749
06-690-0130-000,15130
06-690-0131-000,37500
06-690-0132-000,42630
06-690-0133-000,19206
06-690-0134-000,19443
06-690-0135-000,22261
06-690-0136-000,0
06-690-0136-100,26953
06-690-0137-000,0
06-690-0138-000,0
06-690-0139-000,0
06-690-0139-100,33442
06-690-0140-000,12173
06-690-0141-000,24186
06-690-0142-000,40666
06-690-0143-000,1600
06-690-0144-000,1400
06-690-0145-000,1400
06-690-0146-000,25249
06-690-0148-000,52060
06-690-0149-000,21868
06-690-0150-000,1600
06-690-0151-000,21933
06-690-0152-000,16549
06-690-0153-000,0
06-690-0153-100,24780
06-690-0154-000,0
06-690-0154-100,0
06-690-0154-200,0
06-690-0155-000,0
06-690-0155-100,17860
06-690-0156-000,35684
06-690-0157-000,0
06-690-0158-000,18376
06-690-0159-000,0
06-690-0160-000,18428
06-690-0161-000,0
06-690-0161-100,0
06-690-0162-000,0
06-690-0163-000,0
06-690-0164-000,20060
06-690-0165-000,18440
06-690-0166-000,21439
06-690-0167-000,28091
06-690-0168-000,41800
06-690-0169-000,21394
06-690-0170-000,20392
06-690-0173-000,33104
06-690-0174-000,24766
06-690-0175-000,18913
06-690-0176-000,18202
06-690-0177-000,24350
06-690-0178-000,0
06-690-0178-100,0
06-690-0178-110,29636
06-690-0179-000,0
06-690-0180-000,0
06-690-0180-100,0
06-690-0181-000,0
06-690-0182-000,42210
06-690-0183-000,26672
06-690-0183-100,26833
06-690-0184-000,78839
06-690-0185-000,24780
06-690-0186-000,27037
06-690-0187-000,21541
06-690-0188-000,1700
06-690-0189-000,1700
06-690-0190-000,21394
06-690-0191-000,25610
06-690-0192-000,0
06-690-0192-100,2600
06-690-0193-000,0
06-690-0194-000,16935
06-690-0195-000,0
06-690-0196-000,48306
06-690-0197-000,1800
06-690-0198-000,2700
06-690-0199-000,61440
06-690-0200-000,20449
06-690-0201-000,1700
06-690-0202-000,22273
06-695-0001-000,70744
06-695-0002-000,48100
06-695-0003-000,90720
06-695-0004-000,61920
06-695-0005-000,98490
06-695-0006-000,98377
06-695-0007-000,119500
06-695-0008-000,49571
06-695-0009-000,82282
06-695-0010-000,52018
06-695-0011-000,74134
06-695-0012-000,58995
06-695-0013-000,78417
06-695-0014-000,79800
06-695-0015-000,51642
06-695-0016-000,95760
06-695-0017-000,65361
06-695-0018-000,89985
